timestamp,symbol,sector,direction,brain1_prob,brain2_conviction,rel_strength,score,price,action,reason
2026-03-12 09:15:01,M&M,Auto,FLAT,0.3538,0.0,-0.369,0.0,3131.2,SKIP,LOW_PROB
2026-03-12 09:15:01,ITC,FMCG,FLAT,0.2741,0.0,1.1094,0.0,307.1,SKIP,LOW_PROB
2026-03-12 09:15:01,SHREECEM,Cement,FLAT,0.3074,0.0,-0.1124,0.0,23740.0,SKIP,LOW_PROB
2026-03-12 09:15:01,GLENMARK,Pharma,FLAT,0.3494,0.0,-1.0763,0.0,2262.6,SKIP,LOW_PROB
2026-03-12 09:15:01,ZYDUSLIFE,Pharma,FLAT,0.3684,0.0,-0.9969,0.0,918.5,SKIP,LOW_PROB
2026-03-12 09:15:01,LAURUSLABS,Pharma,FLAT,0.3299,0.0,-2.2702,0.0,1041.7,SKIP,LOW_PROB
2026-03-12 09:15:01,LINDEINDIA,Metals,FLAT,0.4577,0.0,0.1604,0.0,6750.0,SKIP,LOW_PROB
2026-03-12 09:15:01,MFSL,Finance,FLAT,0.4195,0.0,0.0143,0.0,1706.0,SKIP,LOW_PROB
2026-03-12 09:15:01,ESCORTS,Infrastructure,FLAT,0.4577,0.0,1.0529,0.0,3390.0,SKIP,LOW_PROB
2026-03-12 09:15:01,TRENT,Consumer,FLAT,0.3875,0.0,-0.7189,0.0,3564.0,SKIP,LOW_PROB
2026-03-12 09:15:01,ASHOKLEY,Infrastructure,FLAT,0.3653,0.0,-1.4803,0.0,182.65,SKIP,LOW_PROB
2026-03-12 09:15:01,OFSS,IT,FLAT,0.2936,0.0,0.8795,0.0,6796.0,SKIP,LOW_PROB
2026-03-12 09:15:01,JIOFIN,Finance,FLAT,0.3538,0.0,0.0125,0.0,235.7,SKIP,LOW_PROB
2026-03-12 09:15:01,BAJAJ-AUTO,Auto,FLAT,0.3875,0.0,-0.6167,0.0,9177.5,SKIP,LOW_PROB
2026-03-12 09:15:01,ADANIGREEN,Energy,FLAT,0.3538,0.0,-2.2856,0.0,849.1,SKIP,LOW_PROB
2026-03-12 09:15:01,ABB,Infrastructure,FLAT,0.3832,0.0,0.5695,0.0,6234.5,SKIP,LOW_PROB
2026-03-12 09:15:01,COALINDIA,Energy,FLAT,0.3431,0.0,-0.225,0.0,450.0,SKIP,LOW_PROB
2026-03-12 09:15:01,NATIONALUM,Metals,FLAT,0.3329,0.0,0.4794,0.0,403.05,SKIP,LOW_PROB
2026-03-12 09:15:01,BOSCHLTD,Auto,FLAT,0.3111,0.0,0.3015,0.0,31405.0,SKIP,LOW_PROB
2026-03-12 09:15:01,TCS,IT,FLAT,0.3875,0.0,-1.2454,0.0,2446.5,SKIP,LOW_PROB
2026-03-12 09:15:01,GODREJPROP,Infrastructure,FLAT,0.3299,0.0,-1.2398,0.0,1635.7,SKIP,LOW_PROB
2026-03-12 09:15:01,FACT,Metals,FLAT,0.4608,0.0,0.1289,0.0,851.0,SKIP,LOW_PROB
2026-03-12 09:15:01,GODFRYPHLP,FMCG,FLAT,0.4608,0.0,1.1256,0.0,2099.6,SKIP,LOW_PROB
2026-03-12 09:15:01,DABUR,FMCG,FLAT,0.3096,0.0,0.5118,0.0,468.25,SKIP,LOW_PROB
2026-03-12 09:15:01,APLAPOLLO,Infrastructure,FLAT,0.3538,0.0,0.0274,0.0,1991.1,SKIP,LOW_PROB
2026-03-12 09:15:01,NAM-INDIA,Finance,FLAT,0.3509,0.0,-1.4817,0.0,854.0,SKIP,LOW_PROB
2026-03-12 09:15:01,BHARATFORG,Auto,FLAT,0.3538,0.0,-0.2925,0.0,1786.0,SKIP,LOW_PROB
2026-03-12 09:15:01,BAJAJHLDNG,Finance,FLAT,0.3329,0.0,-0.4997,0.0,10080.0,SKIP,LOW_PROB
2026-03-12 09:15:01,DLF,Infrastructure,FLAT,0.3706,0.0,-1.3405,0.0,568.8,SKIP,LOW_PROB
2026-03-12 09:15:01,POWERINDIA,Infrastructure,FLAT,0.3633,0.0,-1.3469,0.0,24850.0,SKIP,LOW_PROB
2026-03-12 09:15:01,NH,Pharma,FLAT,0.3096,0.0,-3.1045,0.0,1740.5,SKIP,LOW_PROB
2026-03-12 09:15:01,TVSMOTOR,Auto,FLAT,0.4177,0.0,-0.3262,0.0,3554.1,SKIP,LOW_PROB
2026-03-12 09:15:01,NAUKRI,Consumer,FLAT,0.3684,0.0,-0.8564,0.0,947.0,SKIP,LOW_PROB
2026-03-12 09:15:01,BEL,Infrastructure,FLAT,0.3875,0.0,-0.3047,0.0,451.95,SKIP,LOW_PROB
2026-03-12 09:15:01,KEI,Infrastructure,FLAT,0.3633,0.0,-1.0359,0.0,4314.0,SKIP,LOW_PROB
2026-03-12 09:15:01,COCHINSHIP,Infrastructure,FLAT,0.3538,0.0,-1.52,0.0,1446.8,SKIP,LOW_PROB
2026-03-12 09:15:01,MARUTI,Auto,FLAT,0.3463,0.0,-0.5151,0.0,13407.0,SKIP,LOW_PROB
2026-03-12 09:15:01,BSE,Finance,FLAT,0.3494,0.0,-0.622,0.0,2809.0,SKIP,LOW_PROB
2026-03-12 09:15:01,POLYCAB,Infrastructure,FLAT,0.3875,0.0,-1.0832,0.0,7331.0,SKIP,LOW_PROB
2026-03-12 09:15:01,THERMAX,Infrastructure,FLAT,0.3633,0.0,-0.102,0.0,3182.3,SKIP,LOW_PROB
2026-03-12 09:15:01,SBIN,Finance,FLAT,0.3547,0.0,-1.6095,0.0,1075.5,SKIP,LOW_PROB
2026-03-12 09:15:01,PIDILITIND,Metals,FLAT,0.3463,0.0,-0.7858,0.0,1396.9,SKIP,LOW_PROB
